source_id,right_ascension,declination,parallax,parallax_error,proper_motion_ra,pmra_error,proper_motion_dec,pmdec_error,radial_velocity,radial_velocity_error,g_mean_mag,bp_mean_mag,rp_mean_mag,effective_temperature,surface_gravity,metallicity,radius,luminosity,galactic_longitude,galactic_latitude,v_mag
2768591448634694912,1.4250386163348494,13.396241805911085,8.52596870276476,0.059674874,43.46064871905713,0.06920625,-5.923787703606462,0.056054138,1.7566005,0.12162388,5.311919,5.7604785,4.695899,5088.4263,2.6434,-0.277,11.842215,84.63423,106.18661567289429,-47.982857028461794,0.20465914215301037
2429415922764859392,2.072898155266828,-8.824266634446369,9.011463712285309,0.04313753,-34.159620340183345,0.048669524,-34.87735693682182,0.0322956,26.685345,0.12544098,5.7160897,6.227563,5.044772,4698.146,2.3402,-0.4901,11.162782,54.707417,91.79262014606897,-69.04549206794961,0.7782903103447311
2797074778388646016,2.2607622275867927,18.211852998463677,10.828390320306209,0.069827184,140.8759498531413,0.070630565,-25.250122580807155,0.06557753,-19.853231,0.12591396,5.286279,5.8020453,4.6144934,4873.9116,2.5882,-0.1089,10.8224,59.546165,108.99221719131386,-43.50942891796082,0.7494019041969108
2443724589131828224,2.5787968558549785,-5.248718523741627,17.07111765931045,0.04910331,37.37855889152673,0.057230964,-29.357206691140895,0.026672201,24.3505,0.12053232,5.5837436,6.073416,4.920583,4786.144,2.8362,-0.2714,5.966352,16.828781,96.99261721678903,-66.02753642417241,2.0203664096201486
2418378578368615680,2.6791506151874738,-12.580071350473474,13.729001742610803,0.04665067,148.2657226935422,0.05737123,-38.95044781905495,0.028301336,8.105205,0.123032324,5.583679,6.0850296,4.9221077,4762.903,2.727,-0.2545,7.506223,26.130877,87.69304138296347,-72.60405288920673,1.5515017066754107
429685128350863872,4.237619794428828,61.53317034002728,4.8081124666599315,0.039818075,-6.429358924198574,0.03745871,-3.4647404184774517,0.035968702,-1.9851295,0.118196435,5.5047097,5.958479,4.883437,5351.9883,2.4739,-0.0681,18.526995,253.62119,118.83360366245616,-1.0638476758209645,-0.8422308913808929
2547633626278189184,6.350802876484133,1.9396356949805478,5.49096237253572,0.058123827,-14.68487037153124,0.06927145,-12.776761219066765,0.049611427,-5.531849,0.11712969,5.5534434,5.978324,4.9581985,5406.365,2.6227,0.0444,14.8991995,169.20354,109.7292636711885,-60.26303967826899,-0.5265738304566107
418206501834841600,8.293853625879505,54.89481225467628,9.120480116543993,0.032160334,70.29142827047536,0.023376686,-39.09466528100205,0.029352285,-34.998882,0.11724497,5.6511397,6.163507,4.9786615,4800.725,2.4777,-0.2141,11.075208,58.555786,120.2831355293551,-7.882986349702383,0.7403485332840921
365652216839649280,9.33836579713746,35.399489729130536,3.1951606217875694,0.06524167,-9.135153198542765,0.058997605,-2.980141133817136,0.04136813,-0.6075792,0.12056315,5.203083,5.650703,4.5879097,5742.9907,2.0628,0.0498,31.19826,737.12494,119.69985981894696,-27.383856409417884,-2.0361396083688557
2858181236614036864,9.637781933874779,29.310627871477646,19.24514879156418,0.11882836,-228.70125383496188,0.17665283,-253.20623674283314,0.08850607,-83.9857,0.13023292,4.0968304,4.5685735,3.4733753,,,,,,119.5637879654,-33.476831117017845,0.769751890183983
368641514078070016,10.279853450151814,39.458649204009305,9.465416271869296,0.06645228,-14.29741077271255,0.06310808,-3.2735341447924915,0.043761916,-5.063204,0.119784206,5.061861,5.51653,4.445509,5148.824,2.6899,-0.25,11.916371,89.91523,120.76245822167735,-23.369631637459776,0.18414089160417788
527641409534605952,10.514136352148116,66.1475576422023,5.984335724068664,0.03243542,-10.575254432123304,0.032444857,-8.026184491832167,0.031375583,-4.0120482,0.12375771,5.5424232,6.0679746,4.859646,,,,,,121.98215697991456,3.2931094028331804,-0.27303295918569254
2377777840203597952,11.047458220693049,-10.610053811309848,15.126527066863689,0.10426558,-9.322964554177762,0.15660948,-113.19235592241387,0.10254567,-0.17417344,0.11849441,4.491986,5.0010667,3.8279026,4797.132,2.5137,-0.2392,11.170824,59.487324,116.68863216364238,-73.3938805662778,0.6747245999797097
